77.821,80.287,81.451,81.327,80.086,78.039,75.587,73.166,71.18,69.868,68.849,66.545,63.99,64.768,67.723,71.342,75.046,78.455,81.197,82.922,83.357,82.363,79.948,68.992,71.03,72.174,72.442,71.931,70.814,69.333,67.752,66.305,65.09,63.953,62.702,61.873,62.341,64.03,66.335,68.756,70.932,72.578,73.473,73.468,72.488,70.537,59.778,61.479,62.62,63.211,63.3,62.972,62.342,61.551,60.719,59.914,59.139,58.45,58.097,58.358,59.233,60.468,61.761,62.86,63.577,63.788,63.418,62.434,60.834,51.219,52.686,53.831,54.659,55.185,55.435,55.451,55.288,55.002,54.636,54.23,53.858,53.641,53.687,53.996,54.452,54.895,55.182,55.208,54.915,54.272,53.269,51.907,43.694,45.005,46.156,47.145,47.965,48.608,49.071,49.359,49.486,49.472,49.348,49.164,48.981,48.85,48.772,48.698,48.557,48.282,47.831,47.186,46.348,45.324,44.115,37.261,38.467,39.619,40.708,41.713,42.603,43.352,43.936,44.344,44.574,44.641,44.57,44.394,44.139,43.813,43.403,42.888,42.251,41.489,40.614,39.646,38.601,37.489,31.842,32.974,34.119,35.261,36.367,37.398,38.311,39.07,39.648,40.03,40.215,40.212,40.038,39.71,39.239,38.634,37.899,37.047,36.1,35.086,34.039,32.983,31.934,27.312,28.388,29.516,30.672,31.82,32.913,33.903,34.749,35.415,35.879,36.129,36.166,35.997,35.634,35.092,34.388,33.541,32.58,31.538,30.455,29.37,28.315,27.31,23.539,24.567,25.667,26.809,27.955,29.055,30.063,30.934,31.631,32.128,32.408,32.466,32.305,31.935,31.371,30.633,29.748,28.749,27.677,26.574,25.484,24.442,23.473,20.399,21.383,22.443,23.55,24.663,25.735,26.72,27.576,28.266,28.763,29.051,29.119,28.969,28.609,28.053,27.323,26.446,25.459,24.4,23.314,22.244,21.227,20.292,17.784,18.722,19.735,20.791,21.85,22.87,23.807,24.623,25.283,25.761,26.041,26.113,25.976,25.636,25.107,24.41,23.571,22.624,21.608,20.564,19.532,18.552,17.652,15.6,16.49,17.448,18.443,19.437,20.39,21.265,22.026,22.643,23.091,23.356,23.426,23.302,22.988,22.497,21.846,21.062,20.174,19.218,18.231,17.252,16.317,15.455
97.067,100.46,101.96,101.57,99.508,96.216,92.285,88.375,85.087,82.799,81.171,78.532,75.9,77.21,81.354,86.529,91.937,96.984,101.07,103.68,104.41,103.1,99.768,82.355,84.908,86.35,86.697,86.035,84.54,82.493,80.246,78.141,76.374,74.847,73.384,72.563,73.343,75.635,78.7,81.883,84.687,86.745,87.808,87.738,86.484,84.048,68.831,70.859,72.283,73.116,73.378,73.123,72.452,71.519,70.485,69.468,68.516,67.718,67.354,67.723,68.801,70.264,71.73,72.893,73.549,73.595,72.997,71.75,69.855,57.321,59.032,60.455,61.593,62.433,62.966,63.2,63.174,62.948,62.585,62.149,61.734,61.48,61.5,61.777,62.164,62.473,62.546,62.294,61.691,60.749,59.486,57.907,47.807,49.324,50.749,52.071,53.257,54.264,55.054,55.607,55.924,56.027,55.954,55.765,55.531,55.302,55.076,54.793,54.377,53.77,52.953,51.945,50.783,49.499,48.103,40.032,41.429,42.848,44.269,45.645,46.917,48.023,48.914,49.562,49.957,50.112,50.056,49.824,49.445,48.926,48.255,47.418,46.414,45.266,44.019,42.724,41.424,40.136,33.706,35.022,36.423,37.882,39.343,40.739,42,43.064,43.888,44.445,44.729,44.749,44.522,44.067,43.398,42.527,41.472,40.262,38.942,37.571,36.209,34.904,33.683,28.563,29.816,31.187,32.638,34.112,35.539,36.849,37.976,38.872,39.502,39.85,39.912,39.695,39.214,38.487,37.537,36.395,35.104,33.72,32.306,30.926,29.632,28.457,24.376,25.575,26.9,28.311,29.75,31.148,32.438,33.559,34.46,35.106,35.475,35.558,35.356,34.882,34.153,33.197,32.051,30.761,29.383,27.982,26.621,25.354,24.219,20.958,22.104,23.372,24.72,26.09,27.422,28.651,29.723,30.59,31.217,31.582,31.673,31.489,31.04,30.342,29.425,28.323,27.082,25.757,24.408,23.093,21.868,20.772,18.157,19.247,20.448,21.717,23.001,24.244,25.39,26.389,27.2,27.789,28.135,28.226,28.061,27.646,26.998,26.142,25.112,23.949,22.704,21.43,20.182,19.011,17.959,15.85,16.882,18.009,19.19,20.377,21.52,22.571,23.487,24.23,24.771,25.091,25.179,25.032,24.655,24.064,23.281,22.336,21.266,20.115,18.93,17.761,16.654,15.651
120.72,124.96,126.86,126.42,123.74,119.14,113.36,107.38,102.18,98.427,95.885,92.835,90.266,92.418,98.257,105.6,113.26,120.21,125.54,128.67,129.4,127.73,123.66,96.527,99.443,101.24,101.94,101.53,100.04,97.677,94.84,92.021,89.591,87.582,85.882,85.115,86.299,89.29,93.139,96.945,100.05,102.05,102.81,102.36,100.78,98.058,77.505,79.759,81.532,82.831,83.605,83.798,83.419,82.585,81.489,80.324,79.217,78.318,77.941,78.391,79.59,81.111,82.468,83.314,83.491,83.001,81.932,80.359,78.287,62.708,64.613,66.382,68.008,69.423,70.534,71.272,71.623,71.634,71.387,70.98,70.543,70.234,70.161,70.281,70.405,70.314,69.86,69.008,67.818,66.389,64.798,63.058,51.17,52.88,54.645,56.441,58.191,59.786,61.125,62.139,62.802,63.13,63.172,62.999,62.693,62.301,61.81,61.152,60.25,59.072,57.65,56.069,54.433,52.821,51.257,42.123,43.717,45.465,47.332,49.232,51.052,52.682,54.029,55.038,55.687,55.984,55.961,55.656,55.098,54.294,53.234,51.918,50.371,48.659,46.88,45.138,43.515,42.047,34.988,36.503,38.219,40.087,42.019,43.906,45.636,47.116,48.276,49.075,49.501,49.559,49.265,48.642,47.705,46.476,44.986,43.288,41.464,39.613,37.838,36.222,34.811,29.328,30.781,32.446,34.267,36.156,38.011,39.728,41.217,42.408,43.254,43.73,43.828,43.555,42.926,41.965,40.701,39.181,37.468,35.644,33.805,32.05,30.462,29.093,24.814,26.208,27.805,29.545,31.344,33.108,34.745,36.173,37.326,38.157,38.637,38.752,38.503,37.904,36.976,35.755,34.288,32.639,30.885,29.115,27.419,25.878,24.55,21.192,22.526,24.04,25.676,27.357,28.998,30.519,31.847,32.925,33.707,34.165,34.284,34.062,33.509,32.646,31.508,30.139,28.597,26.953,25.286,23.677,22.202,20.919,18.269,19.535,20.957,22.476,24.023,25.526,26.914,28.126,29.111,29.828,30.252,30.367,30.17,29.67,28.887,27.849,26.598,25.186,23.673,22.128,20.624,19.229,17.999,15.893,17.086,18.408,19.804,21.213,22.573,23.824,24.915,25.801,26.448,26.832,26.939,26.767,26.322,25.62,24.688,23.562,22.285,20.911,19.498,18.109,16.803,15.635
143.06,146.97,149.24,149.92,148.58,144.67,138.24,130.39,122.87,117.12,113.28,109.71,107.39,110.77,118.83,128.65,138.07,145.29,149.49,150.94,150.4,148.41,144.93,108.26,111.05,113.25,114.91,115.75,115.43,113.77,111.01,107.78,104.74,102.22,100.27,99.59,101.2,104.79,109.04,112.67,114.9,115.56,114.94,113.49,111.53,109.06,83.994,86.255,88.454,90.587,92.462,93.803,94.399,94.219,93.437,92.333,91.168,90.197,89.784,90.21,91.293,92.447,93.082,92.869,91.815,90.165,88.241,86.264,84.249,66.345,68.35,70.55,72.916,75.285,77.422,79.114,80.238,80.789,80.861,80.597,80.175,79.776,79.494,79.24,78.772,77.857,76.396,74.471,72.294,70.112,68.104,66.302,53.168,55.039,57.228,59.686,62.26,64.743,66.932,68.677,69.905,70.616,70.866,70.743,70.335,69.686,68.768,67.502,65.828,63.763,61.42,58.992,56.685,54.655,52.953,43.152,44.944,47.102,49.559,52.168,54.743,57.1,59.088,60.611,61.626,62.134,62.169,61.771,60.966,59.763,58.157,56.168,53.864,51.372,48.864,46.522,44.492,42.839,35.442,37.177,39.279,41.669,44.208,46.729,49.069,51.089,52.689,53.809,54.425,54.538,54.165,53.327,52.046,50.353,48.298,45.968,43.488,41.013,38.705,36.701,35.078,29.448,31.129,33.151,35.429,37.834,40.217,42.438,44.375,45.932,47.047,47.684,47.83,47.492,46.685,45.438,43.791,41.806,39.571,37.2,34.832,32.608,30.657,29.063,24.749,26.369,28.292,30.428,32.66,34.862,36.913,38.706,40.159,41.21,41.823,41.979,41.678,40.934,39.774,38.241,36.396,34.319,32.113,29.896,27.793,25.921,24.365,21.035,22.586,24.392,26.368,28.41,30.412,32.27,33.895,35.215,36.177,36.743,36.896,36.632,35.963,34.914,33.524,31.848,29.959,27.944,25.903,23.944,22.171,20.667,18.077,19.546,21.224,23.033,24.881,26.679,28.341,29.793,30.973,31.835,32.346,32.489,32.26,31.667,30.734,29.494,27.997,26.302,24.486,22.631,20.829,19.17,17.733,15.699,17.078,18.623,20.262,21.921,23.522,24.996,26.28,27.324,28.087,28.541,28.671,28.473,27.954,27.132,26.039,24.714,23.209,21.587,19.918,18.277,16.742,15.384
153.2,155.18,157.81,161.16,164.17,165.09,162.34,155.62,146.82,138.94,133.48,129.27,127.39,132.32,142.56,153.43,161.12,164.01,162.89,159.72,156.44,154.15,152.79,113.21,115.22,117.92,121.29,124.76,127.4,128.35,127.29,124.66,121.48,118.59,116.42,115.82,117.69,121.33,124.82,126.53,125.9,123.38,120,116.78,114.37,112.76,86.284,88.288,91.019,94.439,98.154,101.57,104.14,105.51,105.73,105.12,104.11,103.13,102.63,102.8,103.3,103.36,102.32,100.02,96.776,93.212,89.969,87.472,85.769,67.195,69.197,71.941,75.354,79.129,82.833,86.046,88.469,89.992,90.687,90.743,90.396,89.855,89.188,88.245,86.737,84.449,81.393,77.834,74.201,70.948,68.398,66.631,53.222,55.226,57.95,61.293,64.991,68.7,72.084,74.881,76.943,78.236,78.817,78.787,78.242,77.219,75.673,73.526,70.75,67.439,63.824,60.234,57.019,54.45,52.633,42.778,44.78,47.448,50.663,54.189,57.74,61.043,63.872,66.077,67.584,68.384,68.507,67.993,66.869,65.142,62.822,59.957,56.671,53.167,49.712,46.59,44.041,42.186,34.86,36.845,39.423,42.463,45.755,49.059,52.15,54.837,56.983,58.503,59.36,59.548,59.082,57.986,56.285,54.023,51.276,48.169,44.879,41.626,38.647,36.155,34.283,28.792,30.739,33.196,36.029,39.051,42.064,44.882,47.346,49.336,50.77,51.6,51.809,51.398,50.387,48.807,46.713,44.183,41.332,38.311,35.303,32.506,30.108,28.244,24.099,25.986,28.297,30.902,33.641,36.349,38.873,41.084,42.878,44.182,44.948,45.154,44.797,43.893,42.472,40.588,38.314,35.749,33.022,30.281,27.693,25.418,23.59,20.436,22.242,24.389,26.758,29.215,31.622,33.857,35.812,37.402,38.562,39.25,39.443,39.136,38.341,37.088,35.422,33.409,31.133,28.7,26.233,23.866,21.739,19.972,17.55,19.256,21.229,23.365,25.55,27.674,29.636,31.349,32.742,33.76,34.368,34.542,34.279,33.589,32.495,31.039,29.276,27.275,25.124,22.923,20.782,18.816,17.134,15.253,16.845,18.642,20.553,22.484,24.347,26.059,27.55,28.762,29.649,30.179,30.334,30.11,29.514,28.567,27.303,25.768,24.021,22.131,20.181,18.261,16.464,14.884
145.52,144.88,148.01,154.89,164.05,172.85,178.28,177.98,171.82,163.2,156.18,151.28,149.95,156.26,166.93,174.61,175.38,169.69,160.42,151.03,144.24,141.46,142.72,108.9,109.81,113.15,118.83,125.96,133.09,138.66,141.45,141.24,138.99,136.18,133.92,133.29,134.93,137.46,138.32,135.95,130.5,123.33,116.2,110.64,107.58,107.11,83.195,84.79,88.221,93.354,99.551,105.89,111.41,115.38,117.51,118.04,117.55,116.69,115.99,115.55,114.81,112.84,109.09,103.7,97.437,91.315,86.316,83.108,81.838,64.636,66.583,70.033,74.812,80.419,86.192,91.472,95.743,98.725,100.42,101.02,100.83,100.08,98.815,96.815,93.779,89.568,84.366,78.665,73.138,68.474,65.201,63.503,50.977,53.12,56.527,60.999,66.113,71.362,76.261,80.417,83.584,85.671,86.719,86.835,86.119,84.598,82.221,78.927,74.743,69.864,64.653,59.595,55.21,51.936,49.983,40.789,43.036,46.347,50.505,55.15,59.881,64.323,68.171,71.212,73.334,74.504,74.746,74.099,72.588,70.226,67.043,63.128,58.666,53.942,49.324,45.221,42.005,39.9,33.114,35.399,38.566,42.395,46.58,50.799,54.76,58.22,61.001,62.991,64.134,64.417,63.851,62.459,60.277,57.364,53.824,49.822,45.586,41.406,37.605,34.499,32.315,27.284,29.554,32.537,36.026,39.764,43.492,46.979,50.034,52.508,54.301,55.352,55.634,55.148,53.913,51.968,49.38,46.246,42.708,38.951,35.202,31.721,28.772,26.571,22.82,25.028,27.801,30.949,34.259,37.527,40.57,43.235,45.401,46.98,47.916,48.179,47.765,46.691,44.993,42.732,39.995,36.901,33.597,30.266,27.112,24.355,22.189,19.373,21.482,24.026,26.841,29.754,32.601,35.24,37.546,39.422,40.794,41.612,41.85,41.499,40.575,39.109,37.155,34.786,32.1,29.216,26.278,23.449,20.906,18.82,16.682,18.664,20.974,23.472,26.021,28.491,30.768,32.754,34.369,35.551,36.259,36.469,36.173,35.383,34.127,32.448,30.409,28.089,25.584,23.009,20.492,18.176,16.202,14.555,16.392,18.47,20.675,22.896,25.032,26.991,28.695,30.079,31.093,31.702,31.885,31.636,30.963,29.89,28.454,26.705,24.708,22.541,20.294,18.069,15.98,14.142
123.72,121.4,125.45,135.54,150.24,167.07,182.51,192.43,193.79,187.92,180.41,174.95,174.06,180.46,187.9,187.87,178.47,162.66,145.31,130.49,120.57,116.82,119.56,96.425,96.447,100.74,108.97,119.99,132.11,143.33,151.65,155.76,155.97,154.07,151.95,151.08,151.66,151.55,147.97,139.99,128.78,116.54,105.47,97.32,93.258,93.622,75.011,76.263,80.654,87.835,96.875,106.57,115.67,123.02,127.91,130.3,130.79,130.21,129.18,127.7,125.02,120.21,113,103.96,94.255,85.211,78.091,73.872,72.926,58.711,60.656,65.042,71.494,79.247,87.409,95.116,101.64,106.49,109.53,110.92,110.98,109.97,107.89,104.5,99.551,93.035,85.345,77.184,69.435,63.025,58.762,57.049,46.414,48.763,53.057,58.906,65.674,72.682,79.306,85.035,89.514,92.572,94.21,94.523,93.609,91.492,88.13,83.498,77.706,71.055,64.031,57.255,51.427,47.213,45.033,37.158,39.733,43.859,49.151,55.085,61.136,66.84,71.821,75.805,78.63,80.234,80.625,79.835,77.892,74.823,70.685,65.615,59.859,53.774,47.818,42.525,38.443,35.983,30.185,32.861,36.757,41.515,46.707,51.93,56.83,61.124,64.594,67.098,68.56,68.953,68.285,66.58,63.884,60.277,55.893,50.93,45.663,40.437,35.662,31.781,29.178,24.919,27.598,31.218,35.462,39.988,44.483,48.679,52.355,55.34,57.514,58.8,59.165,58.605,57.14,54.819,51.719,47.959,43.701,39.157,34.592,30.321,26.696,24.055,20.922,23.527,26.843,30.6,34.528,38.386,41.967,45.1,47.648,49.512,50.624,50.949,50.481,49.237,47.259,44.618,41.411,37.772,33.866,29.898,26.11,22.777,20.185,17.863,20.339,23.338,26.641,30.036,33.339,36.389,39.05,41.216,42.802,43.754,44.038,43.648,42.597,40.922,38.681,35.956,32.855,29.509,26.075,22.74,19.717,17.239,15.493,17.801,20.486,23.373,26.3,29.122,31.716,33.973,35.809,37.154,37.964,38.209,37.884,36.998,35.583,33.687,31.378,28.74,25.879,22.917,19.999,17.289,14.969,13.629,15.746,18.13,20.644,23.161,25.57,27.774,29.688,31.241,32.381,33.067,33.278,33.006,32.261,31.067,29.464,27.508,25.266,22.823,20.275,17.733,15.325,13.191
97.313,94.826,100.39,113.09,131.41,153.64,177.37,198.01,209.59,210.17,204.36,198.81,197.92,202.21,203.04,193.1,173.21,149.2,126.56,108.1,95.452,90.059,92.842,79.248,78.933,84.638,95.531,110.1,126.64,143.23,157.46,166.98,171,170.96,169.33,167.97,166.61,162.64,153.65,139.78,123.2,106.5,91.805,80.867,75.263,75.877,63.127,64.287,70.029,79.549,91.511,104.53,117.22,128.19,136.3,141.08,142.96,142.84,141.39,138.53,133.43,125.39,114.53,101.86,88.772,76.709,67.123,61.431,60.513,50.026,52.14,57.8,66.22,76.28,86.899,97.093,105.99,112.91,117.51,119.87,120.27,118.96,115.94,110.99,103.97,95.054,84.838,74.162,64.018,55.526,49.876,47.934,39.819,42.532,47.996,55.465,64.029,72.862,81.255,88.612,94.481,98.599,100.9,101.45,100.34,97.583,93.175,87.154,79.722,71.277,62.383,53.741,46.196,40.712,38.106,32.037,35.096,40.265,46.873,54.196,61.61,68.596,74.728,79.679,83.238,85.304,85.862,84.935,82.555,78.768,73.67,67.446,60.393,52.914,45.518,38.835,33.623,30.616,26.173,29.386,34.187,39.998,46.261,52.507,58.349,63.473,67.632,70.657,72.446,72.959,72.195,70.184,66.985,62.698,57.485,51.573,45.263,38.931,33.048,28.193,24.99,21.776,24.993,29.377,34.456,39.805,45.071,49.966,54.251,57.736,60.285,61.808,62.259,61.632,59.949,57.267,53.677,49.312,44.353,39.026,33.616,28.471,24.03,20.794,18.473,21.582,25.528,29.94,34.499,38.941,43.046,46.63,49.548,51.686,52.97,53.36,52.844,51.442,49.202,46.201,42.548,38.386,33.891,29.277,24.808,20.806,17.663,15.971,18.893,22.402,26.216,30.097,33.843,37.288,40.289,42.729,44.52,45.599,45.931,45.506,44.34,42.47,39.963,36.906,33.412,29.619,25.693,21.83,18.27,15.308,14.044,16.732,19.825,23.11,26.409,29.57,32.464,34.978,37.02,38.52,39.425,39.707,39.356,38.384,36.824,34.728,32.168,29.233,26.033,22.695,19.369,16.233,13.506,12.528,14.96,17.667,20.489,23.293,25.963,28.396,30.505,32.217,33.473,34.232,34.47,34.179,33.369,32.066,30.312,28.165,25.698,22.996,20.159,17.303,14.56,12.092
72.024,69.968,77.764,93.358,114.55,140.02,168.65,197.29,218.8,227.56,225.64,220.77,219.4,219.88,212.68,193.04,165.12,136.31,110.51,89.056,73.215,65.294,67.553,60.462,60.291,68.086,81.935,99.681,119.72,140.5,159.77,174.59,182.97,185.47,184.67,182.66,178.89,170.65,156.42,137.52,116.76,96.553,78.555,64.424,56.458,56.805,49.128,50.542,58.228,70.413,85.202,101.14,116.95,131.19,142.43,149.75,153.24,153.69,151.8,147.44,139.88,128.74,114.63,98.837,82.785,67.792,55.344,47.465,46.163,39.41,41.993,49.424,60.098,72.462,85.354,97.799,108.88,117.77,123.96,127.34,128.12,126.53,122.57,116.11,107.14,96.055,83.582,70.601,58.072,47.172,39.544,36.999,31.65,35.016,42.045,51.349,61.72,72.27,82.287,91.144,98.322,103.47,106.43,107.23,105.94,102.59,97.204,89.908,80.992,70.924,60.291,49.787,40.295,33.077,29.681,25.708,29.528,36.036,44.098,52.809,61.508,69.671,76.857,82.704,86.954,89.465,90.193,89.151,86.375,81.937,75.973,68.713,60.488,51.714,42.894,34.68,28.001,24.104,21.277,25.273,31.182,38.126,45.443,52.647,59.35,65.228,70.016,73.52,75.616,76.246,75.406,73.126,69.479,64.588,58.638,51.875,44.604,37.199,30.134,24.078,19.979,18.016,21.97,27.247,33.196,39.34,45.322,50.851,55.683,59.62,62.508,64.247,64.783,64.102,62.232,59.235,55.215,50.319,44.735,38.696,32.48,26.436,21.039,16.976,15.615,19.372,24.021,29.096,34.255,39.232,43.807,47.794,51.04,53.424,54.865,55.315,54.762,53.226,50.76,47.448,43.407,38.784,33.758,28.542,23.393,18.649,14.792,13.821,17.284,21.339,25.656,29.988,34.137,37.933,41.233,43.916,45.888,47.082,47.459,47.007,45.743,43.709,40.974,37.629,33.793,29.604,25.226,20.851,16.723,13.174,12.441,15.565,19.076,22.742,26.383,29.848,33.006,35.745,37.969,39.603,40.594,40.909,40.538,39.495,37.814,35.548,32.773,29.582,26.084,22.406,18.695,15.128,11.936,11.339,14.114,17.14,20.253,23.317,26.217,28.851,31.129,32.978,34.336,35.159,35.422,35.117,34.254,32.86,30.979,28.67,26.009,23.082,19.989,16.842,13.773,10.944
48.973,47.393,58.634,77.829,101.75,129.43,160.66,193.88,222.81,239.15,241.97,238.47,236.38,232.72,218.25,191.13,158.42,127.04,99.065,74.746,54.911,42.925,44.519,41.684,41.981,52.981,70.246,90.841,113.47,137.12,159.98,179,191.29,196.41,196.59,194,187.94,175.99,157.62,135.13,111.51,88.714,67.78,49.943,38.236,37.862,34.184,36.298,46.875,62.048,79.389,97.652,115.81,132.57,146.35,155.9,160.89,161.95,159.71,154.05,144.41,130.8,114.21,96.092,77.724,60.124,44.486,33.28,30.985,27.61,31.186,41.128,54.259,68.718,83.477,97.703,110.52,121.04,128.57,132.86,134.01,132.21,127.49,119.78,109.26,96.488,82.267,67.431,52.78,39.292,28.825,24.974,22.392,26.963,36.086,47.324,59.331,71.314,82.64,92.706,100.95,106.96,110.5,111.54,110.12,106.29,100.12,91.816,81.737,70.392,58.346,46.198,34.695,25.157,20.257,18.527,23.616,31.801,41.342,51.294,61.067,70.187,78.225,84.8,89.622,92.51,93.393,92.27,89.188,84.238,77.594,69.522,60.372,50.545,40.487,30.756,22.256,16.836,15.799,20.986,28.193,36.245,44.491,52.493,59.894,66.38,71.677,75.572,77.924,78.66,77.767,75.282,71.289,65.929,59.404,51.969,43.922,35.598,27.409,19.973,14.493,13.915,18.889,25.145,31.915,38.748,45.321,51.363,56.635,60.933,64.098,66.015,66.624,65.909,63.898,60.66,56.309,51,44.927,38.316,31.423,24.555,18.138,12.93,12.595,17.169,22.545,28.225,33.895,39.31,44.264,48.572,52.08,54.663,56.231,56.734,56.157,54.522,51.885,48.335,43.994,39.012,33.565,27.85,22.099,16.611,11.864,11.624,15.713,20.301,25.065,29.776,34.252,38.329,41.867,44.742,46.859,48.146,48.561,48.093,46.758,44.6,41.691,38.126,34.024,29.523,24.777,19.963,15.295,11.083,10.851,14.442,18.346,22.342,26.266,29.975,33.344,36.26,38.627,40.369,41.428,41.772,41.39,40.295,38.522,36.128,33.19,29.801,26.07,22.12,18.086,14.127,10.451,10.191,13.31,16.625,19.983,23.259,26.343,29.136,31.548,33.504,34.942,35.817,36.102,35.789,34.887,33.425,31.448,29.017,26.208,23.106,19.81,16.424,13.07,9.8904
